Intel® Hyper-Threading Technology ‡,No,No,No,No,No,No,No,No,No,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
Intel® Virtualization Technology (VT-x) ‡,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel® 64 ‡,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Instruction Set,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,64-bit,64-bit,64-bit,32-bit,64-bit,64-bit,64-bit,32-bit,32-bit,64-bit,64-bit,32-bit,32-bit,64-bit,32-bit,32-bit,64-bit,32-bit,32-bit,64-bit,64-bit,32-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,32-bit,64-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,64-bit,64-bit,64-bit,64-bit,32-bit,64-bit,64-bit,32-bit,32-bit,64-bit,32-bit,32-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,
Idle States,No,No,No,No,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Enhanced Intel SpeedStep® Technology,Yes,Yes,No,No,No,No,No,No,No,,,,,,No,,No,No,No,,No,,No,No,,No,No,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Intel® Demand Based Switching,No,No,No,No,No,No,No,No,No,,,,,,No,,No,No,No,,No,,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,,No,,,No,,No,
Thermal Monitoring Technologies,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,Yes,Yes,No,,Yes,Yes,,,Yes,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,,No,No,,,No,,,No,,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instruction Set Extensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® SSE2 |  Intel® SSE3 |  Intel® SSSE3,,,,,,,,,,,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® AVX,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,
Intel® Fast Memory Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Intel® Flex Memory Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Intel® Optane™ Memory Supported ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,No,,,No,,No,,
Intel® My WiFi Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,No,,,No,,No,
4G WiMAX Wireless Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,No,,,No,,No,

Security & Reliability
Intel® Trusted Execution Technology ‡,No,No,No,No,No,No,No,No,No,,,,,,No,,No,,No,,No,,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
Execute Disable Bit ‡,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
Intel® AES New Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,,No,No,,,No,,,No,,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Intel® Virtualization Technology (VT-x) ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
Intel® VT-x with Extended Page Tables (EPT) ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,No,,Yes,,Yes,Yes,,Yes,,
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Anti-Theft Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,No,,,No,,No,

Memory Specifications
Physical Address Extensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32-bit,,32-bit,,32-bit,,32-bit,,,,,,,,,,,,,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,,,,,,,,,32-bit,32-bit,,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,32-bit,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECC Memory Supported   ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,No,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,No,No,,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,,No,Yes,,No,,No,
Max Memory Size (dependent on memory type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.38 GB,16.38 GB,16.38 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,16 GB,16 GB,8.01 GB,16 GB,16 GB,16 GB,16.38 GB,32 GB,16.38 GB,32 GB,32 GB,16 GB,32 GB,16 GB,
Memory Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 800/1066,DDR3 800,DDR3 800,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066,DDR3 1066/1333,DDR3 1066,DDR3 1066/1333,
Max # of Memory Channels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Max Memory Bandwidth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 GB/s,17 GB/s,17 GB/s,17.1 GB/s,12.8 GB/s,12.8 GB/s,17.1 GB/s,17.1 GB/s,17.1 GB/s,17 GB/s,17 GB/s,17 GB/s,17 GB/s,17 GB/s,17 GB/s,17 GB/s,17 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21 GB/s,21.3 GB/s,21.3 GB/s,17 GB/s,21.3 GB/s,17 GB/s,21.3 GB/s,

CPU Specifications
# of Cores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Total Threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4
Processor Base Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80 GHz,2.80 GHz,2.93 GHz,1.86 GHz,1.20 GHz,1.33 GHz,2.00 GHz,2.13 GHz,2.27 GHz,2.60 GHz,2.20 GHz,2.60 GHz,2.70 GHz,2.30 GHz,2.70 GHz,2.80 GHz,2.40 GHz,2.80 GHz,2.90 GHz,3.00 GHz,3.10 GHz,2.00 GHz,2.10 GHz,1.20 GHz,1.30 GHz,2.20 GHz,2.30 GHz,1.40 GHz,2.60 GHz,1.50 GHz,1.50 GHz,2.90 GHz,1.60 GHz,2.50 GHz,2.40 GHz,2.00 GHz
Cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,3 MB Intel® Smart Cache,2 MB L3 Cache,2 MB L3 Cache,2 MB L3 Cache,2 MB L3 Cache,2 MB L3 Cache,2 MB L3 Cache,2 MB L3 Cache,3 MB Intel® Smart Cache,2 MB,3 MB L3 Cache,3 MB Intel® Smart Cache,2 MB L3 Cache,3 MB Intel® Smart Cache,2 MB,4 MB L3 Cache
Bus Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,2.5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,,5 GT/s,,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5 GT/s,5,,5 GT/s,5 GT/s,5 GT/s,5 GT/s,
TDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73 W,73 W,73 W,35 W,18 W,18 W,35 W,35 W,35 W,65 W,35 W,65 W,65 W,35 W,65 W,65 W,35 W,65 W,65 W,65 W,65 W,35 W,35 W,17 W,17 W,35 W,35 W,17 W,35 W,17 W,15 W,65 W,17 W,35 W,35 W,15 W

Processor Graphics
Graphics Base Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533 MHz,533 MHz,533 MHz,500 MHz,166 MHz,166 MHz,500 MHz,500 MHz,500 MHz,850 MHz,650 MHz,850 MHz,850 MHz,650 MHz,850 MHz,850 MHz,650 MHz,850 MHz,850 MHz,850 MHz,850 MHz,650 MHz,650 MHz,350 MHz,350 MHz,650 MHz,650 MHz,350 MHz,650 MHz,350 MHz,,850 MHz,350 MHz,650 MHz,650 MHz,
Intel® Flexible Display Interface (Intel® FDI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,
Intel® Clear Video HD Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,
# of Displays Supported ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,
Processor Graphics ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for Previous Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,Intel® HD Graphics for 2nd Generation Intel® Processors,
Graphics Max Dynamic Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667 MHz,500 MHz,500 MHz,667 MHz,667 MHz,667 MHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,800 MHz,1.00 GHz,1.10 GHz,1.15 GHz,1.00 GHz,1.10 GHz,1.00 GHz,,1.10 GHz,1.00 GHz,1.10 GHz,1.15 GHz,
Intel® Clear Video Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,No,,,,,,,,,,,,,
